complaint_id;resident_id;category_id;title;description;submission_date
371;121;2;Traffic pattern analysis;Analysis of traffic flow patterns for improvements.;2025/02/15
372;122;3;Housing affordability crisis;Addressing local housing affordability challenges.;2025/03/04
373;123;4;Circular economy initiative;Promoting circular economy waste reduction practices.;2025/03/21
374;124;5;Adaptive lighting controls;Installing adaptive controls for streetlight systems.;2025/04/07
375;125;6;Preventive care program;Enhanced preventive healthcare program development.;2025/04/24
376;126;7;Climate adaptation planning;Park infrastructure climate change adaptation.;2025/05/11
377;127;8;Property tax assessment appeal;Appeal of property tax assessment valuation.;2025/05/28
378;128;9;Cultural programming expansion;Expanding cultural programs and events at library.;2025/06/14
379;129;10;Industrial noise complaint;Industrial facility creating excessive noise pollution.;2025/07/01
380;130;1;Groundwater monitoring;Monitoring groundwater quality and levels.;2025/07/18
381;131;2;Complete streets implementation;Implementing complete streets design principles.;2025/08/04
382;132;3;Affordable housing development;New affordable housing development proposal.;2025/08/21
383;133;4;Waste reduction incentives;Incentive programs for household waste reduction.;2025/09/07
384;134;5;Smart city lighting integration;Integrating streetlights with smart city infrastructure.;2025/09/24
385;135;6;Community paramedic program;Community paramedic program for seniors.;2025/10/11
386;136;7;Green infrastructure development;Incorporating green infrastructure in park design.;2025/10/28
387;137;8;Development impact assessment;Assessment of new development community impact.;2025/11/14
388;138;9;Information literacy program;Digital and media literacy education programs.;2025/12/01
389;139;10;Event noise management;Better management of event noise in residential areas.;2025/12/18
390;140;1;Water infrastructure resilience;Building climate resilient water infrastructure.;2020/01/05
391;141;2;Autonomous vehicle preparation;Preparing roads for autonomous vehicle integration.;2020/01/22
392;142;3;Housing first program;Housing first approach to homelessness services.;2020/02/08
393;143;4;Extended producer responsibility;Extended producer responsibility for packaging waste.;2020/02/25
394;144;5;Lighting pollution reduction;Reducing light pollution while maintaining safety.;2020/03/13
395;145;6;Population health strategy;Comprehensive population health improvement strategy.;2020/03/30
396;146;7;Urban forest management;Comprehensive urban forest management plan.;2020/04/16
397;147;8;Regulatory modernization;Updating bylaws for modern community needs.;2020/05/03
398;148;9;Innovation hub development;Creating innovation and technology hub at library.;2020/05/20
399;149;10;Community noise standards;Developing updated community noise standards.;2020/06/06
400;150;1;Water system modernization;Comprehensive water system infrastructure upgrade.;2020/06/23
401;101;1;Urgent water main break;Emergency water main break flooding intersection.;2020/07/10
402;102;2;Dangerous intersection redesign;Complete redesign needed for accident-prone intersection.;2020/07/27
403;103;3;Family eviction prevention;Emergency assistance to prevent family eviction.;2020/08/13
404;104;4;Illegal toxic waste dumping;Toxic chemicals dumped illegally in residential area.;2020/08/30
405;105;5;Multiple streetlight outages;Power surge knocked out entire street lighting.;2020/09/16
406;106;6;Emergency medical access;Patient transport issues due to road conditions.;2020/10/03
407;107;7;Playground equipment collapse;Playground structure partial collapse safety hazard.;2020/10/20
408;108;8;Major bylaw enforcement;Large-scale violation requiring immediate enforcement.;2020/11/06
409;109;9;Library flooding damage;Water damage threatening book collection.;2020/11/23
410;110;10;Excessive noise emergency;Industrial accident creating dangerous noise levels.;2020/12/10
411;111;1;Contaminated water supply;Chemical contamination detected in local water supply.;2020/12/27
412;112;2;Bridge structural concern;Engineering inspection reveals potential bridge problems.;2021/01/13
413;113;3;Mass displacement event;Multiple families need emergency housing assistance.;2021/01/30
414;114;4;Hazardous spill cleanup;Industrial spill requiring specialized cleanup.;2021/02/16
415;115;5;Infrastructure power failure;Major power failure affecting critical infrastructure.;2021/03/05
416;116;6;Public health emergency;Disease outbreak requiring immediate response.;2021/03/22
417;117;7;Park environmental hazard;Environmental contamination discovered in park.;2021/04/08
418;118;8;Zoning violation cluster;Multiple serious zoning violations in single area.;2021/04/25
419;119;9;Library security incident;Security breach compromising patron safety.;2021/05/12
420;120;10;Community noise crisis;Multiple noise sources creating community crisis.;2021/05/29
421;121;1;Water treatment malfunction;Water treatment facility equipment failure.;2021/06/15
422;122;2;Traffic safety emergency;Multiple accidents at single location requiring action.;2021/07/02
423;123;3;Housing crisis response;Rapid response needed for housing crisis.;2021/07/19
424;124;4;Environmental emergency cleanup;Large-scale environmental contamination cleanup.;2021/08/05
425;125;5;Critical infrastructure lighting;Emergency lighting needed for critical infrastructure.;2021/08/22
426;126;6;Mass casualty medical response;Community disaster requiring medical response.;2021/09/08
427;127;7;Park disaster recovery;Natural disaster damage to park infrastructure.;2021/09/25
428;128;8;Emergency bylaw enforcement;Emergency situation requiring immediate bylaw action.;2021/10/12
429;129;9;Library crisis management;Crisis situation affecting library operations.;2021/10/29
430;130;10;Community emergency noise;Emergency situation creating excessive community noise.;2021/11/15
431;131;1;System-wide water failure;Complete water system failure affecting entire area.;2021/12/02
432;132;2;Transportation network failure;Major failure in transportation infrastructure.;2021/12/19
433;133;3;Housing emergency coordination;Coordinating response to housing emergency.;2022/01/05
434;134;4;Waste system collapse;Municipal waste system experiencing major failure.;2022/01/22
435;135;5;Lighting system overhaul;Emergency overhaul of failing lighting infrastructure.;2022/02/08
436;136;6;Healthcare system strain;Healthcare system overwhelmed requiring emergency response.;2022/02/25
437;137;7;Parks infrastructure failure;Major parks infrastructure failure requiring attention.;2022/03/14
438;138;8;Regulatory compliance crisis;Major regulatory compliance issues requiring resolution.;2022/03/31
439;139;9;Information system emergency;Library information systems compromised.;2022/04/17
440;140;10;Sound pollution emergency;Industrial accident creating dangerous sound levels.;2022/05/04
441;141;1;Water infrastructure collapse;Critical water infrastructure structural failure.;2022/05/21
442;142;2;Road network emergency;Road network failure requiring emergency response.;2022/06/07
443;143;3;Homeless services crisis;Overwhelming demand for homeless services.;2022/06/24
444;144;4;Waste contamination emergency;Contaminated waste requiring emergency management.;2022/07/11
445;145;5;Power grid lighting failure;Power grid failure affecting all street lighting.;2022/07/28
446;146;6;Public health infrastructure;Public health infrastructure requiring emergency repair.;2022/08/14
447;147;7;Environmental park closure;Environmental hazard requiring park closure.;2022/08/31
448;148;8;Mass bylaw violation;Large-scale bylaw violations requiring coordinated response.;2022/09/17
449;149;9;Library system breakdown;Library computer and information systems failure.;2022/10/04
450;150;10;Acoustic emergency;Dangerous acoustic levels from industrial incident.;2022/10/21
451;101;1;Final water emergency;Last major water system emergency of dataset.;2022/11/07
452;102;2;Ultimate road crisis;Final critical road infrastructure emergency.;2022/11/24
453;103;3;Housing system breakdown;Complete breakdown of housing assistance system.;2022/12/11
454;104;4;Terminal waste crisis;Final major waste management system failure.;2022/12/28
455;105;5;Lighting grid collapse;Complete failure of municipal lighting grid.;2023/01/14
456;106;6;Healthcare emergency finale;Final healthcare system emergency requiring response.;2023/01/31
457;107;7;Parks closure emergency;Emergency closure of all parks due to safety.;2023/02/17
458;108;8;Bylaw enforcement crisis;Crisis requiring emergency bylaw enforcement measures.;2023/03/06
459;109;9;Library emergency shutdown;Emergency shutdown of library services.;2023/03/23
460;110;10;Final noise emergency;Ultimate noise pollution emergency requiring action.;2023/04/09
461;111;1;Post-emergency water restoration;Water service restoration after emergency.;2023/04/26
462;112;2;Road reopening coordination;Coordinating road reopening after emergency repairs.;2023/05/13
463;113;3;Housing service resumption;Resuming housing services after crisis resolution.;2023/05/30
464;114;4;Waste service normalization;Returning waste services to normal operations.;2023/06/16
465;115;5;Lighting restoration project;Restoring street lighting after system failure.;2023/07/03
466;116;6;Healthcare service recovery;Healthcare services returning to normal capacity.;2023/07/20
467;117;7;Park reopening preparation;Preparing parks for reopening after safety issues.;2023/08/06
468;118;8;Bylaw enforcement normalization;Returning to normal bylaw enforcement operations.;2023/08/23
469;119;9;Library service restoration;Restoring full library services after emergency.;2023/09/09
470;120;10;Noise monitoring resumption;Resuming normal noise monitoring and enforcement.;2023/09/26
471;121;1;Water quality assurance;Final water quality testing after emergency repairs.;2023/10/13
472;122;2;Traffic pattern restoration;Restoring normal traffic patterns after road work.;2023/10/30
473;123;3;Housing waitlist update;Updating housing waitlists after crisis resolution.;2023/11/16
474;124;4;Waste route optimization;Optimizing waste collection routes after system repair.;2023/12/03
475;125;5;Lighting efficiency review;Reviewing lighting system efficiency after restoration.;2023/12/20
476;126;6;Community health follow-up;Follow-up health services after emergency response.;2024/01/06
477;127;7;Park maintenance scheduling;Scheduling regular maintenance after park reopening.;2024/01/23
478;128;8;Regulatory review process;Reviewing regulations after emergency enforcement.;2024/02/09
479;129;9;Library program resumption;Resuming regular library programs and services.;2024/02/26
480;130;10;Community noise baseline;Establishing baseline noise levels after emergency.;2024/03/14
481;131;1;Year-end water assessment;Final water system assessment for the year.;2024/03/31
482;132;2;Annual road condition review;Comprehensive review of road conditions.;2024/04/17
483;133;3;Housing program evaluation;Annual evaluation of housing assistance programs.;2024/05/04
484;134;4;Waste management analysis;Analysis of waste management system performance.;2024/05/21
485;135;5;Lighting system upgrade planning;Planning next year's lighting system upgrades.;2024/06/07
486;136;6;Health services planning;Planning health services for upcoming year.;2024/06/24
487;137;7;Parks development strategy;Strategic planning for parks development.;2024/07/11
488;138;8;Bylaw modernization review;Review of bylaws needing modernization.;2024/07/28
489;139;9;Library strategic planning;Strategic planning for library services expansion.;2024/08/14
490;140;10;Noise ordinance review;Comprehensive review of noise ordinance effectiveness.;2024/08/31
491;141;1;New year water initiatives;New water conservation initiatives for new year.;2024/09/17
492;142;2;Transportation planning;Annual transportation infrastructure planning.;2024/10/04
493;143;3;Affordable housing strategy;Developing comprehensive affordable housing strategy.;2024/10/21
494;144;4;Sustainability waste programs;Implementing sustainable waste management programs.;2024/11/07
495;145;5;Smart lighting implementation;Implementing smart lighting technology citywide.;2024/11/24
496;146;6;Community wellness programs;Expanding community wellness and health programs.;2024/12/11
497;147;7;Green space expansion;Strategic expansion of green spaces and parks.;2024/12/28
498;148;8;Digital governance initiative;Digital transformation of municipal services.;2025/01/14
499;149;9;Knowledge hub development;Transforming library into comprehensive knowledge hub.;2025/01/31
500;150;10;Quality of life enhancement;Comprehensive quality of life enhancement programs.;2025/02/17
